"beta_overall","beta_novice","beta_inter","beta_expert"
-1.613938,0.74464614,-0.0058409248,-0.74769318
0.30851885,-0.59573302,0.72719415,-0.53514942
1.2054159,0.37016246,-0.43276503,0.61423152
-1.4378804,-0.4903017,-0.30405904,0.417343
-0.22121045,-0.18865526,-1.0760065,-1.2961396
-0.83980813,-0.59807441,-1.3412481,0.54216684
-1.6079706,0.92658311,0.52657033,-1.2144608
-1.1050533,-1.7046457,0.047505553,-2.2254619
-1.8304305,0.94877787,-0.41582389,0.31618082
-0.29935505,1.0407612,0.37924745,-0.075538514
-0.96223842,-1.7845661,-0.37646396,0.64600084
-0.79440514,0.016787002,0.21287766,-0.4022238
-1.4468733,-1.1360396,-1.2165027,-0.82033215
-1.4179061,-0.42475996,1.2017178,0.75847542
-1.9910709,-0.76273404,-1.87431,-1.4263668
-1.1685657,0.50490933,1.1952848,-0.38634538
-0.33873763,-1.7391098,1.2026294,-0.13427757
-1.3766521,0.53864883,0.088534328,1.0207757
-0.83068976,-0.19606147,-1.2492312,-0.97716295
1.0891494,-0.20165818,-0.34848776,-0.72041157
-1.6451462,-0.14563788,-0.43449756,-0.83303402
-0.45899643,-0.85260658,-1.1609634,-0.7530955
-1.5951138,-1.6403866,-1.0066757,-0.16535624
-0.55180753,0.79294,-0.053411679,-0.49411417
-0.33074767,-0.68527819,0.43045757,-0.30745711
-0.29484194,1.0725613,-1.5591076,-0.35698966
-0.13075067,-2.8193731,0.52967301,-1.3826266
-1.7366163,-2.1026035,-0.57627268,1.7398516
-0.94726912,1.3436848,0.30309048,-0.88850127
1.5719192,0.2825144,0.95848669,-0.65609593
-1.7537269,-0.1982427,-1.2677104,-0.048489669
-1.2344428,-0.59299095,-0.50497844,-0.26983783
-0.71675282,1.3991463,0.72699454,-0.6330939
-0.0057895488,-1.5980283,-0.91281749,-1.2896886
0.73351859,-0.19151586,-0.4530672,0.68556787
-0.94192746,-1.3681383,-1.2082277,-1.4023542
-0.12096949,-0.31669653,0.49064638,-0.60498304
-1.3354304,-0.3795088,-0.14638497,-0.74341153
0.083902006,-1.1852382,0.11467267,-0.34944553
-0.60635142,1.0894795,0.61219887,0.90018457
1.2402713,-0.36090397,-0.32069402,-0.75915903
0.90933892,-0.73900465,-0.98323977,0.52968536
-1.1679188,0.51650333,0.32541408,0.18005094
0.17303214,0.44291691,-0.44052103,0.53241797
0.55036461,-0.94974343,-0.87440799,-1.1544551
0.2270775,-0.97652907,-0.72848328,-0.61336895
-2.0182355,0.8462894,-1.4887403,0.041707052
1.6022866,-0.43148457,-2.1228333,-0.15469588
0.77836306,-0.26705554,-0.40205254,-0.30835988
-1.2757212,-1.04234,-0.11331329,-0.94025534
0.52466525,0.63303161,-0.016401229,-1.7940451
-1.6583073,0.28295691,-0.21704792,0.80425417
-0.41850052,-0.95215243,-0.27615989,1.0235783
-0.98086386,0.2553288,-0.91531713,-1.3661498
-0.019512564,1.4344386,0.14911984,0.79522718
-0.076115657,1.9439685,-0.47228708,-1.6363864
-0.71775058,-1.5827296,0.21211253,0.25264191
0.40039333,-2.7240248,-1.2113506,-0.78585495
-0.59989392,1.058358,-0.57418172,-0.1615803
-0.27095897,0.58373,-0.25935173,-0.27625747
-0.37563178,-0.83463021,-0.80451969,-1.993589
-0.79680253,0.28137492,-0.95017443,1.2330386
-0.022984461,0.043297477,0.4421057,-0.67737146
0.73494827,-0.63675342,0.13093698,0.33722889
-1.2721894,-1.364172,-0.56655511,-0.63096104
0.067433488,-2.0955921,-0.86709755,-1.0356196
-1.7048344,-1.5526623,0.51401239,-0.43906059
-0.69989221,0.055288189,-1.4052626,-0.15562651
0.19751363,0.733149,1.0236124,-0.59304319
-0.85881003,-1.5053851,-1.4783145,1.5569256
-0.24854992,0.68903113,1.3859482,0.58356321
0.59558006,0.58891313,-1.1321974,-0.9887973
-1.4172543,0.24294394,-0.29871633,-0.76068056
0.67977779,-1.1068025,1.3599364,0.075162133
0.16413494,-0.036922428,1.1289579,-1.5282277
-0.19637902,-0.14243255,-0.95717356,1.0327502
-0.0067252297,-0.84000194,-0.97329487,-1.2276144
1.1497253,1.4454674,0.16443787,-1.200424
-0.70208369,-1.2866699,-1.6205167,0.12646912
-0.072751848,-0.85679313,-0.7138327,1.3989958
0.23674609,0.14755421,-1.077714,0.14640992
-0.095506795,-0.29797685,1.0624753,-0.16769295
-1.5632894,-1.751434,-2.0036684,-0.79890613
-0.59856582,-0.041323044,1.6914496,0.82697054
0.78336199,0.52352722,1.8979767,1.057419
0.61635813,0.35722629,0.52620897,-0.89218557
0.86863987,0.16273682,0.5910856,-1.1247572
-1.4341818,0.12224222,-1.1483086,-0.66305355
-0.38475303,-1.0153255,-1.7747068,-0.15761375
-0.8530582,-0.27404804,-1.2867736,-1.8042637
0.19428651,1.1637809,-0.17081525,1.4499071
-1.2991838,-0.079904021,-0.41374632,-1.5653612
0.69429053,0.70580213,-0.3050645,1.1389365
-1.5432453,-0.68952537,0.35674113,-0.94974411
-1.6956561,-0.68034984,-0.49340015,-0.075610642
-1.6314215,0.20266854,-0.83009536,-0.48405367
-1.9635041,-0.64487313,-0.15865315,-0.99418904
1.2878508,-0.6673944,-1.6228031,0.64321001
0.14443453,0.1431737,-0.33661408,1.6242145
-1.1381893,0.33080492,-1.185587,0.73014873
-0.20817896,-0.2109185,-0.54197336,-0.074573976
-0.18728315,-0.77761003,-0.057813061,-0.033003197
0.10707777,-1.3996683,-0.53750078,0.19042146
0.017488716,-2.2182163,-0.50288373,-0.40179106
-0.4165195,-1.3317343,-1.4515059,0.029862962
-1.1461965,1.0050838,0.46214899,-0.002806031
-0.054974107,-0.70757905,-1.4387123,0.5765837
-0.056185915,0.7041854,-1.8891513,0.92006423
0.34755329,0.11549231,-0.7225445,1.7600734
0.44569289,-0.99929553,0.28120284,2.0365992
0.82309254,0.81879469,-1.6883961,2.1294935
0.8504747,0.41676295,1.0901752,0.7348396
-1.390469,-0.31963143,-1.6154147,-1.1504806
0.17694771,-0.044048129,1.2508149,-0.80063945
-1.4015031,0.39494173,-2.6553071,-1.2777202
1.278732,1.2533068,1.1430326,-1.3915876
-0.61280388,-0.76411771,-1.0091395,1.0088027
-0.057138768,-0.50557954,0.11167711,-1.968785
-0.76059896,0.0027407438,1.0296425,-1.7258161
0.66975652,-0.57823303,-1.6166918,0.72259644
-1.0890402,1.0602258,0.096980391,-1.700228
-0.040222916,-0.050405684,0.71464687,-0.90477464
-0.47494175,-0.54154498,-0.26395661,-1.6629709
0.77950249,0.46737231,-0.8659719,-0.50039741
-1.423566,-1.2995774,0.70578835,0.30681194
-1.3840645,0.63174663,0.80188906,-0.73426401
-0.90020379,0.5403569,-0.96928452,0.57365123
0.10275762,-0.83441739,-0.13197492,1.8563284
1.8648335,0.31958577,-0.21088535,1.1736696
0.39212215,2.0072633,1.9847293,-1.4982276
0.10388252,0.15255176,-2.3230734,-0.97609141
-1.3043667,0.19741667,-0.83903228,-0.18408239
-1.8988718,0.64885675,0.07311271,-0.57668482
0.39006659,-1.2625982,-0.60698693,-0.049368956
0.84099559,-0.6187986,0.057449248,-0.70033766
0.64696288,0.30099345,0.690505,1.1420678
1.5887151,2.6513793,-2.1591387,1.4763573
0.021786847,-1.300952,1.7335981,1.1377081
0.67910833,-0.32065549,-1.0172423,-1.9909558
-0.85368457,-0.27863431,-1.1781249,0.065028936
0.29026371,-0.56962983,0.64604705,-0.80505565
0.47772195,0.31161354,-1.4387588,1.2658278
0.010273436,0.1410658,0.80871,0.11558989
-0.85723256,-0.15250733,1.6193813,-0.1240278
-1.3076302,-1.1179725,-2.023778,-1.1576191
-0.61717249,-0.84847338,0.37321136,-0.72614714
-0.76125382,0.97350192,-1.7783504,-0.31607616
-1.3997399,-0.24201267,0.87437047,0.2194823
-0.4642213,1.2908699,-0.41923494,-0.49323798
-0.94615147,-1.949808,-1.1538747,-0.72396743
-1.013807,1.0017469,-1.9997329,-0.075633058
-0.30607468,2.1822368,0.27728028,-0.075633058
-0.14937496,2.1131343,2.3978691,-0.31252886
-0.49592536,-2.4000703,0.89456897,0.76243701
0.98120452,-1.7121796,-1.8637079,-1.5052048
-0.61809558,0.12253703,0.73897353,0.3643235
0.66268929,0.34133277,-1.3851009,-0.98064635
-0.95983104,0.8806823,0.18490981,-1.6159371
2.0126259,0.46961502,-0.99238388,-0.030364351
0.46170234,-0.58690887,-0.50921022,0.070167039
0.31605784,-1.3288798,0.24366901,0.18779476
0.31605784,0.65993071,-0.83153287,-1.4102655
-0.19848658,-1.0036312,0.58641748,0.050038616
0.81669683,-0.28466919,0.47059066,-1.117303
-1.4537296,-0.68101527,0.18786177,0.1395149
-0.85118028,-0.75102643,0.57086448,-0.97774006
-0.53951677,-0.76434797,-0.94202223,-1.641958
-0.38839982,-1.0157066,-0.82596699,-0.64272238
-0.70340038,-0.54347226,-0.059974785,-0.28871173
-0.82280285,0.11528606,0.19262065,0.28862669
-0.77643976,-0.16039942,0.1442669,-0.098292766
-0.99444656,-0.16085666,0.39088376,-0.11531099
-0.97977801,-0.67379727,0.39088376,0.35118827
-0.35652508,-0.16855091,-0.33328793,0.64110785
-1.4366043,-0.31526478,-0.31829361,0.22720911
-1.0752922,-0.22124503,-0.39914124,-0.779935
0.75524982,-1.1842243,-0.031173116,1.1437038
0.98020326,0.18841869,-0.031173116,-2.0755788
-1.5978075,1.1988174,-0.29105701,1.4626585
0.8274349,-1.4350548,-0.74589029,-1.8421956
0.22271609,-1.4097732,-0.57062632,-2.0416137
-1.1755242,0.79263624,-0.56345811,-0.81690404
0.61687389,1.0546138,-1.7456407,-0.23441343
1.339825,0.16995175,-2.5091304,-0.60812781
0.43331383,0.15872976,-1.8197926,-0.53526205
-0.16485364,0.056618929,0.20500241,-0.10251607
0.26903344,-0.55533203,-1.410725,0.075677236
-0.83107402,-1.6845942,0.53668905,0.05419696
-1.678024,-2.0217681,-1.3790496,-0.092546232
0.8572891,-2.3964921,-0.94180465,0.49856887
-1.1404361,-0.448242,-1.6905833,-0.28349595
-1.328499,-0.49705408,0.65959535,-1.1675061
-1.2912702,0.51521824,-0.15890702,-0.062215549
-1.0064442,-0.68165235,0.579291,0.24777371
1.0868972,-0.7079892,0.1352974,-0.2984369
0.82511736,-1.0066025,0.35493143,-0.19983086
-1.5067326,0.67498458,0.59192835,-1.2294764
-0.79672117,-0.094740189,-0.44329957,1.353783
-0.20222093,-0.095400485,0.53113541,0.40205065
-0.42905455,0.14079167,0.21435091,-0.52379535
-1.2877786,0.78458608,-0.77306815,-0.93509497
0.03619935,-1.7946057,-0.58254894,-1.3739318
0.26606574,-0.97917789,0.28626484,0.40147307
-0.35733187,0.95811706,-0.20781393,-0.94701742
-1.6814003,-0.048914961,0.27334402,-0.6387176
-0.24552005,0.044482803,0.41875192,-0.64167638
-0.64262041,0.75178238,-0.87771414,0.759786
0.64046918,-2.0443463,-1.5113947,2.4073963
1.7425676,0.10887817,0.95936818,2.055122
1.4375942,-0.35560536,-1.4396144,1.3000516
-1.1812668,-0.69225012,0.76361374,-0.23098784
0.79119165,0.48601703,-0.43477548,-1.3704886
-1.7925973,0.65030093,-0.43075205,0.91863421
0.30557823,-1.5103101,0.26819492,-0.50713677
-0.69253498,-1.6476165,-0.22602532,0.041232105
0.87192503,0.056004628,0.23027821,0.59705337
-1.6731757,-0.45544866,0.28014393,-1.8670817
-0.9035242,0.034668071,-0.31160262,-2.3505339
0.025399785,0.06390025,-0.35435666,1.361035
-1.0936029,1.7211646,-1.5953626,-0.90418862
-0.33146634,0.67974158,0.32804185,0.26534847
0.80309038,-0.94624883,-0.64089415,-0.65928156
-3.1310186,0.069767862,0.061034004,-0.1823347
-1.2088364,0.55295487,-1.2366778,-1.1188639
1.1223577,-0.57884855,-1.0236231,-0.35408767
0.72181478,-0.87318092,-1.246747,-0.34308423
-0.056919437,-0.10868195,-1.1616976,0.31819919
0.57635793,0.41985107,-0.50988952,-0.22380459
-0.85529971,-0.70898831,-1.4797962,-0.52936173
-0.2011049,-0.2702626,-1.8785652,-0.099361095
-0.61465167,-0.76320488,-0.50017573,-0.61881834
0.03356615,-1.5729693,-0.070018255,0.33937922
-0.66602383,-1.5965677,-0.63414026,-0.45208331
0.0064729941,-1.5057015,-0.29412866,-0.062230141
-1.1604383,0.99802531,-1.0656587,-0.65767197
0.40329046,-1.3487535,-0.081384062,-1.5468561
-0.85275605,-1.3911354,-0.36637091,-0.99568862
-0.2355801,-0.34405905,0.27260786,0.087620767
-1.3467978,-0.036727671,2.2260279,0.60619313
-0.43250136,0.63027102,1.9109324,-0.097121083
-0.46243358,-1.0662712,2.4183306,-0.26465746
-1.0289891,-0.55778465,1.8954178,-0.080236955
1.0740117,-0.48753646,0.85399446,-0.23455871
-1.6824478,1.4514256,-2.464118,-0.31240659
0.48777135,0.019140407,1.5585408,-0.51116905
-1.5293018,-0.026310666,-1.9417145,-0.74871124
0.7132704,-0.091833014,0.79872404,-0.90203944
-2.4358203,-1.3942474,1.9163784,0.020087169
0.34815601,0.61454164,0.89442038,-0.059679873
-0.68197573,0.026576981,-1.5492163,-0.17903791
-0.12429862,-0.3112903,-2.3596688,-0.14652264
-0.082182871,0.072135737,-2.3277087,-0.91708509
0.61760334,-0.091490731,0.33508474,0.41512518
-0.53635186,-0.036235867,-0.58624142,-0.6828874
-1.2738728,-1.2222335,0.22401816,-0.084848862
-1.4895266,-0.24914474,0.34902126,-0.82360387
-0.26338989,-0.25930359,1.9517539,-0.78334905
-0.075564486,-0.84418295,-0.98213399,-0.4992521
-0.57576422,0.076980599,0.27107853,0.5766786
0.033242602,-0.4792361,-0.92343692,-1.5724734
-0.33932132,0.14495156,0.40373967,-0.25896307
-0.67357732,-0.10294642,-2.073255,-0.67897524
0.65575313,-0.43728757,0.45088365,0.18154576
-1.3347475,-2.0155546,-0.33385292,-2.2552061
0.73899214,-2.0342986,0.10982499,-0.69263649
-1.5366286,0.4491914,-0.97699464,0.37689521
0.79705875,0.12211546,0.84666461,-1.2792446
0.097006074,0.91144561,-1.3125838,0.46005635
-1.2182981,1.2104944,0.35983112,0.2608109
2.3744651,-0.54380709,-1.0509177,0.82886816
-2.9806166,-1.0467545,-0.4447007,1.2868626
2.0438042,0.14111253,-0.13139707,-1.3745213
-1.4342266,-0.29144077,0.030286164,-1.284849
1.2149047,0.44933421,-1.9781451,-1.5934645
-1.6900083,-0.41323442,0.45716062,1.1559409
0.23349842,0.49061762,1.7277538,-2.0521181
1.0652357,-1.4862384,1.7231127,1.0541723
1.007185,1.2094526,-1.8188636,1.2989103
-1.3081656,-1.0658184,-0.88790552,-1.0125399
-1.1831678,0.090186697,-0.43133115,-0.73999815
-0.89368899,-0.68789871,-0.91277374,0.43845731
0.21953509,0.34873666,-0.66427438,0.35321459
-3.007812,0.41604019,0.20447915,-0.80693809
-1.4130982,0.035231406,0.28685102,0.50492722
-0.14125377,-1.010281,-1.197769,0.11402829
0.3341757,-0.24619491,-0.84783574,-0.52464062
-1.0195905,-0.66783059,0.0019668329,0.32589415
-0.93382111,0.64445748,-0.72756732,-0.4742521
0.65156204,-1.0390476,-0.70664253,-0.96788754
0.13328986,-0.78076014,-0.86081453,0.0633734
-0.22503558,1.1183923,-0.11504818,0.29507266
-0.28596889,-1.3757236,-0.60301693,1.7492401
-0.10336896,-0.14464028,0.15490051,0.7867568
0.5850401,-0.83764903,-0.79438048,-1.3088499
0.38980993,0.43908587,0.99432333,-1.0230062
0.3025184,-0.3557466,0.43665961,-0.83579515
-1.5439281,-0.21507303,0.69565964,-0.6304304
-1.3097322,-0.71092419,1.5963238,-0.029341624
0.24489498,0.45641155,0.087227149,-0.66710913
-0.85635534,0.31723503,-0.75999229,-0.7888986
-0.097298127,0.16683972,-0.1474463,-0.40756293
-3.064823,-0.083198569,-0.17428682,-0.70339039
1.0830508,-0.077224602,-0.34939923,-0.26995289
-1.2774655,-0.18266976,-0.060841913,-0.41393175
-0.56877416,-1.0222811,0.62961464,-0.42539535
0.26266792,1.1919725,0.080264556,-0.80946096
0.27167899,-0.48798629,0.12803415,-0.78023594
-0.55698478,0.025666928,-2.4280005,0.6196141
-2.1262599,-2.2238565,-1.0819071,-1.7931126
-0.79614393,0.8730518,-0.085651785,-0.68420242
0.19623537,-1.9800174,-1.8339738,1.2320983
-0.13295875,1.1433302,-0.74872268,-1.2241873
-0.077492799,-1.1242108,-0.73357534,-1.7327519
-1.1349497,0.36074934,-0.039105182,1.0138839
0.7198238,-0.36310887,-0.75235395,-1.7204125
1.1098066,-3.1248813,-0.99429012,-1.3322994
-1.3699912,1.5223468,-1.2972073,-0.22256024
0.39047105,0.98698371,0.19558174,0.050646311
1.5294759,-0.45856626,-0.33304555,-0.38488032
0.94051167,-0.95779962,-2.6949926,0.01223515
-1.3287293,-0.42000593,-1.6848853,0.63099535
-0.54658265,0.063718754,-1.3715095,-0.23116156
-1.8197834,-0.040084085,-0.17274128,0.58987562
1.1319826,-0.084991513,0.50238498,-0.45174921
-1.5437618,-0.70952284,-1.1791918,0.18990723
-0.48913777,0.24332618,0.0065374877,-0.67699445
-0.51926291,-0.72313275,-0.15689584,-1.0971318
0.25815921,-0.43942287,-0.86155833,0.54293487
-0.026922154,-2.1463193,0.18059788,-0.40672875
0.28549686,-0.47073277,0.97113518,0.20574606
-0.88342243,1.3324727,-2.0015409,-0.8768768
-1.2459551,-1.0311508,-2.0469004,1.2919411
1.5863702,-0.074132013,1.1768873,0.68674679
0.29308039,-0.54872864,-0.050040237,-0.74086511
-1.2530124,-0.78986722,-0.086176803,-0.9035131
-1.1636738,0.42919705,-0.98471825,0.22431625
-0.37965441,-1.2345607,-0.49004439,0.8838064
-0.1991468,-0.57734694,-0.6633812,-1.862
0.96045733,-2.1572586,0.44790612,0.19672426
-1.055704,1.2045854,-0.80668805,1.1317915
1.134239,-1.5071607,-0.49695162,-1.94469
-0.35142325,-1.635884,0.22927819,-1.9266723
0.52245888,-0.69559554,-0.90317403,0.79349991
-1.1237314,0.19913193,-0.20597764,-0.46538339
-1.0386382,1.3215575,0.51414965,-1.9463561
-0.76207034,0.54485357,0.57314546,-1.2072003
-0.25531239,-1.0969504,0.28860359,-0.0024676893
0.34403678,1.1445156,0.2697028,-0.61718346
-0.51678204,1.3441953,-1.1182973,0.23051584
0.022903535,0.29242345,-1.2154908,-1.1411063
-1.8034939,-0.97981187,-0.031887818,0.24608291
-2.0604978,-1.9758845,0.40901793,-1.9985395
0.31059915,-1.1357533,-1.1911775,-1.4601395
-0.45535028,-0.2867241,0.73491998,-0.71668694
-0.37087983,-1.0990309,-1.4586303,0.43475934
-0.066538684,0.3615978,0.62099147,-0.91099197
-1.1035593,-0.10304905,1.3302262,-2.5663969
0.36690802,-0.75594159,-1.9444453,1.4963934
-1.41143,0.99898085,-1.5707237,0.99119645
0.34238225,-1.5292122,0.10211975,-0.13794816
-1.8228274,-0.491443,-0.36935268,-0.89056221
-1.5180666,-0.34808501,-0.55865725,0.27017746
-2.691088,0.3454857,-0.57298259,0.31585332
1.4697261,1.8174563,-0.67383701,-1.1576018
0.97713743,1.5382298,-0.75288592,1.872542
-0.12401029,0.19702349,-0.12615978,-2.0980446
-0.92228408,-1.625682,-1.6214271,-1.1658783
-0.94577086,-0.41084743,-1.1698989,-0.71983349
0.44681232,-0.082587788,0.38442854,0.21250347
-0.11314361,-0.17511336,1.2876573,-0.15286033
-0.4978112,0.17278225,0.47691102,-0.72565782
-0.53805724,0.1015581,-1.266561,-0.54468901
-0.06467994,0.44072543,-0.22919772,-0.33588197
-0.89897773,-0.93719315,0.26090979,-0.18929454
-1.3004934,0.052902381,0.84466588,-0.20266039
-0.5620842,-0.36945564,-0.45050608,0.27825228
-0.2044647,-0.46188831,0.99770814,-1.0061693
-0.9508348,-0.74081706,0.41490714,0.18775199
-1.1000105,-0.46331885,0.022989963,-0.54393066
-0.37481101,-0.88192608,-1.1812743,0.85962631
0.11648375,-0.29664524,0.355538,1.3672694
-0.017000021,-0.10885053,-0.42915372,0.30546042
-0.34333687,-1.5926545,-0.44546204,-1.1266391
-0.55841755,1.7510341,-0.98765189,-1.7145236
0.27571346,3.3786127,0.034914101,0.81498448
-0.10188548,0.78421705,-1.0261061,-0.17699283
-1.0905094,0.13266221,-0.47531145,-0.40149974
1.0096589,-0.27820393,-0.65116125,-1.4392166
0.86469159,-0.32176962,0.14851759,0.38174864
-0.16019637,0.63715822,0.78823507,0.21229965
-0.68090218,-0.65436431,0.049087828,-0.76314797
0.2191574,1.2275347,0.28295827,-0.36810521
-0.72431141,-0.98855167,-1.1726505,-0.37449418
-0.57999447,0.55672671,-2.1347343,0.84659341
0.59215203,-0.47697821,1.5357826,-0.13325468
-1.6798338,-0.40056879,0.94422736,0.25430282
-1.1264538,-1.507616,-0.2055821,0.19841723
0.53768356,0.77239763,-0.25109144,-1.1861572
0.14118979,0.59388848,1.0588746,0.69712071
-1.4756569,-0.37929104,0.12303066,-1.4977928
-0.87465866,1.0134639,-0.39740865,1.0855851
-0.8703696,1.5426318,-0.27831874,-1.758362
0.092454714,0.51818298,0.26843301,1.0537271
0.25585757,-1.1960493,-0.88332475,-1.2360792
-0.053658259,-1.7636482,1.0958772,0.3093342
0.16554154,1.1403568,-0.10365852,-0.21677047
-0.79352289,-0.0092046241,-0.45348453,-0.80204221
0.37267936,-0.28438083,2.0903324,0.86790294
-2.9925198,-1.3620144,1.8924687,0.24265833
-1.3799699,0.45109711,-2.7405295,-2.7900558
-1.5422848,0.39187523,1.7508025,0.21988518
-0.94117059,-0.6688131,1.6517675,-0.37242172
-0.41432405,-0.27603261,-1.0614028,0.61377238
-0.13952573,-0.072259015,-0.2696359,-1.1429024
-0.12702258,0.56335337,0.48227237,-1.4262167
-0.44468929,-1.0225253,-0.66700768,0.20126665
0.47961617,-0.87533447,-0.69194525,0.78797714
0.3620483,-1.0361227,-0.63320766,-0.38394646
-0.39255274,-1.17179,0.076338009,0.54024532
-0.41216587,-0.47619047,0.66810547,0.5670552
-0.11361954,-1.1552191,0.86723479,-0.27990792
-0.93210498,-1.4644443,-1.8439896,-0.75898097
0.33818549,0.90549497,-0.92018752,0.074064906
-0.28072062,0.8432295,0.38584971,0.95321441
-0.33673931,1.0016419,1.1104144,0.069381197
-0.66031711,-0.41088215,0.80159703,-0.03477727
-0.48446006,0.73052461,-0.47393428,-0.38766024
1.1054394,0.38060418,-0.62364189,-0.32850174
-0.025519972,-0.89350899,-0.23109673,-0.39069452
-1.2909348,-0.11046718,0.54713001,-0.0888982
0.59940507,-0.96054416,-2.3089663,0.18956445
-0.91610394,-1.0142275,1.0319976,-0.13586062
-1.1671356,0.48972664,0.02037455,-0.50852528
-1.5746316,0.35678486,-1.0810909,-0.83467951
0.12146008,-1.3719061,-0.051367143,-0.38440919
-0.46609653,-0.62474198,-0.48115764,-0.3072935
-0.06812834,-0.097475205,-0.37247963,0.12992455
-0.46174679,-0.62707136,-1.1867598,-0.81892609
-0.84457804,0.66541252,0.51303459,-0.10171174
1.4466999,0.24687296,-1.0694059,-0.51303221
-2.1031415,0.24865966,-0.1291341,-0.40648422
-1.0400496,-0.0068012334,1.0656678,-0.54680887
0.77072719,0.29497928,1.5140362,0.4378256
-1.3201907,-0.52259028,0.43064792,0.55720552
-1.6133388,-0.20772998,0.062521939,0.37006643
-0.56273537,-0.029242273,-1.0723225,-0.97133541
-0.41358959,-0.3045983,0.97827803,0.060189447
0.34494604,-0.52951455,0.38742093,-0.56823869
-0.971978,-1.3522307,0.25543884,0.031663123
0.50623789,-1.0910806,-1.1586053,-1.1566063
-1.7070681,-1.4898509,-1.2147948,-0.017020319
-0.074412444,-0.85511626,-1.4677604,-0.77692499
-1.0898609,-0.22823806,-0.3456583,-0.84531695
-0.21805058,-0.35401824,-0.41541814,0.94168024
-0.76012728,0.29740235,0.06613865,-0.41998381
-1.1882747,0.20206904,-1.1554893,-0.40918121
1.7970966,-0.22368993,-0.35853065,0.36107674
-1.9282384,-0.90584095,-0.26066144,-0.59738599
-0.58426266,-0.013444564,0.014942447,1.1148556
0.47381087,-0.22195313,0.034894738,-0.98445024
-0.4518086,-0.079100235,-0.22868689,-0.039793733
-0.38138769,0.76773932,-0.073390966,0.01031969
0.944218,0.13543099,0.33261048,-0.77124601
-1.9788521,-0.70264075,-0.36410566,-1.1859861
