"Pre-2023 literature","Post-2023 literature","Qwen3 — overall","Qwen3 — novice","Qwen3 — intermediate","Qwen3 — expert","Gemma — overall","Gemma — novice","Gemma — intermediate","Gemma — expert"
87.6704447336201,110.076886551425,32.5147682231425,20.6082807146857,28.1058711428995,61.1504858407435,29.4247939682704,22.1354565291435,28.090548389092,46.5910686767348
87.5251219088346,116.319759250037,32.0876191527838,20.6301675926951,32.2386570455721,60.3183859364619,28.9252223464153,21.5232662432603,30.2956035462792,49.0521370155936
89.0523093310219,110.062046014159,31.8847392688909,22.2461075540178,32.2627150446808,59.5453044395885,29.3261327358022,21.1515551152663,31.2632035860812,47.8186324599489
89.0575900958548,116.410266534705,31.6034086214327,21.1285325520667,31.0025239656607,59.1142975516093,29.8293388944238,19.8654633525169,28.6657575463006,46.4948213736991
89.3034171945314,114.114538719056,32.8080311426359,21.3543321288894,31.9583973576479,58.9048489142178,28.2653619376873,20.4853989500976,29.6720598327443,48.4063804299808
85.8931284469794,113.283389701574,31.9614865522061,22.81737766661,27.3161550519295,57.3224597122073,29.4796507631442,20.2097137791581,29.3963277815864,45.7656582362682
90.8720528663868,110.869983959504,29.6108951390505,22.0330558601026,32.676298904133,59.7177189283717,27.9580825568907,20.2815632088483,30.04706527014,43.09789406868
87.5872838330366,112.30325277546,31.1593859006137,22.79195878802,32.2329132847574,60.5730952910348,28.2282279786246,22.030918592044,29.5671689229163,50.5306333981916
87.6347343894106,114.622597014082,32.9439415523784,22.1529707222777,28.7308268454723,63.4346328510785,28.8250344161448,22.1599398067075,30.2483485440425,47.41079394937
89.2770733388299,116.457002398491,31.9524442715713,20.2847783959112,28.8597566371008,56.5854895393772,28.5641725148753,21.6963434860708,29.9635594744582,54.0500555363809
87.9566596705221,114.271548494485,32.850935251185,22.3277790058373,30.3617617029642,58.8635014932047,29.2750882474263,20.5098850504893,28.9026133368601,46.712242691688
90.3161394918566,110.786845415587,32.1254218213506,20.7922923897426,29.7737714452892,64.0841918414201,28.6806053649758,19.982338789874,30.2272890796949,48.1540595374213
89.0206142930256,114.386088475282,31.7708461102035,23.0464049801297,31.7844303265707,58.160678417052,29.2805589748915,20.8409137081136,26.5734564393227,47.6437962493642
88.4747871331762,112.70696159215,34.119737013491,19.962054582049,29.9998976488332,62.2363716176316,28.9819236462367,19.9859445880561,29.4414448599899,44.3483027160127
89.2977618095913,115.084003097396,31.6310088161298,22.3976105454163,31.4706578591404,60.6128757352872,29.3578688692953,21.3251539169891,27.865468496775,45.6057208939307
88.6868027690596,114.889732614606,32.5614059040289,20.6686576821659,33.7710809545494,58.965951349721,30.2902709525351,20.9774103601428,28.2592774280931,45.0602623307716
86.1909930264312,110.267289814621,29.9952701451259,20.566702362157,30.7105021888759,62.7021880039607,30.034556252907,21.8217948789812,26.8271621511493,47.1417802665396
89.7674783177717,114.655540748777,33.0630270906884,20.3342892906843,33.2275680386497,59.618173312157,30.3074980741578,20.1006570387518,29.5295529352766,46.4281881871797
88.0180172836796,113.364772482974,31.6712750471402,21.6741675944767,32.1798532942873,60.7781425189867,29.2339519372831,19.9696371378861,30.3199408875526,44.3773584678746
88.3262693719567,112.623598256387,31.4478299177563,21.267624503529,30.94457371288,58.4703640668051,30.6158088047495,19.302934854063,30.6725096683467,43.8286498110919
87.5154075237452,114.996503241941,31.6155830483456,20.1210091693753,31.5477300419397,61.7705979639773,28.7370571456479,21.3450775138533,28.6836045879649,47.3485415167616
88.6414089522163,114.49609509183,33.2302793788672,21.3649236679743,29.9101179151405,63.2529059598006,28.4388506614373,20.2847520565455,30.8471172631723,43.9554314594843
89.1549012114575,112.287403287034,32.8153284405129,22.5610249868263,30.1117463707842,57.4858716863356,28.2941275496562,20.9763060185648,30.8345935940153,47.0724293589989
86.9758596153377,114.678460260351,31.8319561917811,22.4477529922048,29.907336112026,57.2930759767536,29.3995603178591,20.2148166451137,28.1668574854412,48.1716617939362
86.0003172923076,113.479128339166,34.3444404180931,21.011550272046,31.4646987859444,61.5753228041995,27.9268910346361,20.3259613406348,29.5386622193301,48.199894056846
89.4934121895065,113.979224292724,31.2406024517858,22.7249779411188,32.2308821309953,65.1465545861634,29.0676919268863,20.5392090822841,31.6422427501843,46.2346270408907
88.0235012696027,111.383371630833,31.3843727509076,20.7872555835361,30.2155652363379,60.6675057196804,28.7914279576594,21.5787903773528,30.9279379104385,46.8658600405853
88.3225639666854,113.711866084692,31.9026983788939,20.9753117940845,31.2401901848309,62.7575386602849,29.0131900783798,20.8899645398927,30.1932643087707,47.303300773937
89.0803467613549,114.876733503052,31.5384194083887,21.4061567474675,29.3323053384112,67.6138193758017,29.582757160701,20.0041190672115,30.7500064626967,45.2084490893063
86.1175090114604,114.74955989923,30.8056949039834,21.2206791223905,29.4458049319315,60.3615737739953,29.7321282050099,21.5313051640142,29.189985091882,48.0920772922988
89.2441685727578,114.656804766472,32.1344262425553,21.5348094238213,32.4352492634702,57.2888376926911,28.4616709491984,20.3635084404702,27.6395962465644,48.6934689161937
88.1550103707294,114.369693998429,31.4220440909297,21.3996264192944,30.4248969546911,64.0183812279117,30.0063497394368,21.306907930203,28.4157458678495,48.1266841126834
89.3896078150014,111.866169769765,33.1740018938223,21.7932809156383,31.1682581784461,60.51580485141,30.9609935699158,20.6275021342045,30.0704155184329,48.9078603613745
90.7129672731762,116.974697320533,32.0054725536671,22.2668941602124,31.7972668178677,60.1008016183158,28.4930190704719,19.7219378125818,28.2128106329269,46.9202980579243
89.9442915170408,115.46427805901,31.4036996776884,20.8428872586114,32.9689394994179,62.8300920285363,27.9516414086348,19.6105000811825,29.271421974257,46.0652163938685
88.8201171788671,112.943447310533,32.316147229371,22.5064241613268,31.2013550525082,59.5502826364602,29.2483079790338,21.0253731757371,28.1713114174642,45.5368234573057
87.0190896320053,116.160740435726,32.3902420912273,20.933930593118,28.8507663093983,59.9853140641733,28.0197361986516,21.9461732659386,30.9340736039222,44.8995838136587
92.3517273868607,110.501785611182,32.362587590283,21.2540994635839,31.7874276780249,62.2341062527793,29.2771322009797,22.3954257184082,31.5476055327299,44.7190992998532
86.8668014083624,115.726677146148,32.6535224431064,22.6490295318469,28.5473920735605,61.3076582610228,29.9539438885519,20.8539420493497,28.3868834545328,45.4690804850273
88.2229490452618,113.138618552056,33.1843114461005,20.0679018547329,31.5011786025504,58.4904348541924,28.5312281235662,19.8437851611319,30.1903169862879,42.4179164505861
87.5267833805774,114.254163123151,30.5037442456008,20.4174624142707,31.1500352476765,62.1848400538857,27.8468638012934,22.0675704548489,33.3992724402304,50.1513106542395
87.4663896424926,116.615188816112,31.0507268961638,21.8942765578633,33.4971784766739,61.5185525439433,28.7818620551786,22.9403275238921,31.3009394920676,47.9397210162996
90.5803837686804,114.42993849028,30.8694404411233,21.3265330647076,32.7896971843517,64.9555373013971,29.1820037736102,21.7792272162355,28.5524406525734,45.9507340610224
91.9076813804927,116.893015397327,30.5431897071341,20.3849884574965,28.1967327611174,51.1042444172267,30.023271667185,20.9467803233893,29.7875860069228,47.8824480683544
89.3767297910763,113.191530715379,33.9587741346652,20.9443223249762,30.404744863728,58.9230428781786,28.9295135436051,19.2311583609438,30.5714697570208,48.1409557190329
85.643476644326,113.77555708707,31.0366664967023,22.131942924163,31.527442358224,58.2445863675182,28.6845697205734,21.4806890845564,31.1503757472455,47.7292968933201
88.3371531295349,115.342810255653,30.1543507436822,21.9839940349228,32.0595088122035,60.5084869328658,28.3439475313713,22.6529825840329,28.8633052048831,47.1852296269498
88.0498274358728,111.190214614222,34.3893956782749,20.9644822803575,29.3566532664156,63.8252279285545,28.4097172525991,20.3017330490108,30.1825459429516,48.4168389671994
86.9723855516308,110.346161986825,31.2893754494272,21.6468836191941,29.4446837571763,62.0610418509293,29.1706160999424,21.0203401234347,28.8097605692087,45.2427328845091
89.755147435279,113.53562236479,31.323616806164,19.8231035317605,30.2070324906765,63.8968078503756,28.1818439703526,20.3590172081214,28.8738558946301,47.8765576458571
87.8160636744182,114.729800973091,31.8343912958225,21.5281421911956,27.8599447854037,62.6181400019529,29.6039492210636,21.253800543338,27.7128176423022,48.8973391271349
88.14710504457,113.971811591709,31.7556368535312,21.1616446011007,30.4439332317188,63.8481736624907,28.9982266907909,20.3446863855355,29.0140341436451,46.1233247754967
87.0591671579216,111.289690936421,32.0877194448409,19.2800694555125,32.229820104863,57.1159839600485,29.5940602095229,20.7120622735422,30.9829815775975,45.4506815826458
87.993788373883,115.985311189187,30.7473376942562,21.5873849054296,30.4062262271272,61.6372997388114,29.8323652980488,22.1684812295566,27.9627860531248,47.617757829383
85.923193173193,109.674183947803,31.4338183715056,21.9198533398605,29.6343294596409,56.5673735462535,27.8756429684874,19.8245681647363,31.0012142150075,50.439423280894
85.8721056327143,113.041053561849,32.3534067180291,22.9903802300856,31.8017085864097,62.4880683338697,28.6592325867122,21.0328276433711,28.7258141015888,47.3092957694188
93.0473412997756,111.388655824364,33.5879397540124,20.8577163644075,30.505384322689,60.7507163613213,27.5781255685803,20.7770261655974,29.4048693406931,43.6670248376433
88.9842017201013,113.031638432851,31.0091072901269,21.6121264012151,32.9436194684668,61.0615808465022,29.8375802359354,19.5607711936786,29.4028643768618,43.5044925354395
85.1611239595537,112.373081327048,32.762087925748,21.0149814654776,30.4824682939471,59.6948827855973,27.942510263921,21.8023232510107,30.2607831857085,47.8911137552344
92.5935344001484,110.867100334369,32.1945056925099,20.6439230569848,29.0049077661784,60.3618775257829,29.2670045400547,21.598342040298,30.567413114947,47.6237892139543
89.4318825127249,113.701362215539,30.4316800981778,20.7263679512525,32.4211627330924,58.824303739351,27.80154292608,20.7215519954413,29.3852271594295,44.619597758804
87.5469135138233,113.661567598604,30.5382811776989,22.9905025174049,30.2278453910346,60.5552977891373,29.5588218056216,20.136859633085,29.6822498430093,48.9182032609464
86.350377553887,111.82555510674,32.6877362075028,19.7740281318597,30.1690868956577,59.409777831708,30.0095574216444,20.5105251267182,27.8875153438846,46.3173749038393
89.8088957421534,109.856171362428,31.9396657508389,20.5366633830505,32.4320819705127,63.2282458009695,31.1217840949364,21.215704590712,28.9284168655574,47.579897043013
89.4169147917101,116.077321093536,30.5550962028935,22.1141358378395,33.7737012386416,60.0367632618752,27.8186963890208,20.0367578565143,29.20962206676,45.7751445345389
86.266207425812,116.600090507657,32.718968457127,22.1480696169978,29.7742533208616,59.0426788003785,30.2795247154821,19.162884419965,28.65022040178,46.6526787407439
86.3385365779941,111.909826010989,31.8451085850291,23.0116140175221,30.7432966287141,58.1202779983998,29.0489814531948,23.2747272392678,30.3954463547262,47.6200586425755
88.2280544175163,113.161396045215,32.2546830809315,20.5882664538679,29.093559173607,58.641828545171,29.3241391547662,19.5904454844175,31.083000505601,50.1626770141601
91.7158122362212,114.162664125424,33.1703461610536,20.5405106262763,32.4298269385295,60.1536775747276,29.5842894376008,21.0184449893241,31.4678934804935,45.5224260191526
90.1658398238153,114.267169902696,30.3437952088245,21.241693282607,32.3817713990499,64.7747726468789,28.674028142587,20.4954273522629,29.9774519894118,45.8755149762197
87.409043504657,115.410873361727,31.6079416936319,19.7892834622138,29.0981225148945,62.6191715791742,30.3150520191126,21.0445113149318,28.1441737944412,47.1341660773252
86.5108959296914,109.76764950196,31.7310241288999,20.6290733145708,29.3843756975778,59.0484551213056,29.4009457306878,20.6712387795487,28.1334639651859,45.7470923505861
90.7569418988109,110.542020277709,33.1342494502696,20.3056733105021,28.3216253405332,58.2697772935326,28.9038032911025,21.5985562012215,30.83157885148,47.8513212361458
87.5995115152723,116.705041320622,30.9035422494605,22.232958042643,31.2562582565941,61.3238539339036,29.7708736978809,21.4238486905545,29.1216030068928,46.1296006077392
88.3651901300988,111.760707359443,31.7258355039119,20.6626407238871,28.4945009751709,62.1486094011999,28.9317348996648,20.9972772427581,30.0071170392414,51.1402097512582
89.4524231246902,113.71437832325,31.8430700559489,23.090072502884,30.4772845862889,60.2979606149538,29.1419440542613,20.5427001665943,30.2667642456512,44.2883718585374
90.808229977941,112.90586525664,31.8941248784344,21.1338665035016,30.0913121244965,60.8630188121155,29.1392957952688,21.3417699279655,31.2983018773546,46.2881271237042
90.6587427483906,114.293731122891,32.4750757238949,23.1406279128016,30.0160251184911,56.5153870583229,30.0927386288235,22.1235325522042,32.0612229381103,46.7739210755584
89.6104285859904,112.747565149851,31.4401310616336,20.3602434745896,29.4742328648351,62.5997346104746,28.9803985199879,20.3311324591373,29.057840820711,45.7103522042213
89.7044311230466,117.140334012041,32.4066558718604,22.6028875578339,32.6306161924056,61.9639701429562,29.365419216084,21.0087804795897,30.1967735420358,48.5583685088084
87.1875891943264,114.174006484368,32.2251100060087,20.7095078411839,32.1201656545932,61.6265655300372,29.3243667498807,21.0583281210548,29.1494258342071,47.460966861587
91.2665388264543,113.070109853882,31.2977997747214,22.8890043331571,33.7947530195557,61.9086297803115,28.3598040504289,20.5929765801923,31.7614916909585,46.5152505251096
89.3209011091461,113.962983591799,31.7212152486545,20.6813671155192,30.4796833536519,61.5039578941122,29.4140637582377,21.4288587605006,31.8759153434006,48.2746399651661
86.5452172473429,112.629889358,31.8305301746032,21.9118514994711,32.561423134966,59.3432254342587,28.8907141492158,19.5156655578972,31.7639896635148,44.7210748816422
87.8083543912988,114.829022509559,33.4853077912295,21.9915619493497,29.6560450152906,61.8427375779797,29.8160171958036,20.7871057349079,30.9128208718454,44.8021329165683
92.4294202322148,114.630312660619,32.0450009126808,22.3985141878242,33.6770126499296,58.8096970193971,29.6715316624909,20.575119958526,29.3927811193057,47.1868477316493
90.7138880670936,113.469537042767,32.9142867937812,21.4212922250466,33.0283424906842,61.6782595277206,29.7878256819447,21.9171335852547,27.191510311787,44.5622843718462
90.461422951409,111.299667337226,32.3140692582112,21.8241806461753,35.3747840263456,64.319131384368,28.376161270816,20.8224000536611,29.9561647621917,48.2081906551959
87.4782502193033,111.758065838253,31.5393002507986,20.6574729125021,31.26432064597,58.6049004648627,29.9623648672352,21.571687183557,30.4823591942461,49.620033923909
88.1444706452779,114.377828335733,30.9690802876534,22.4877350056515,30.6054391411334,57.9577739700163,28.24251758264,20.1598621044262,30.3675755800171,51.8914854729404
87.3241620241997,114.014691585973,31.5650656410459,21.9700960196664,32.2545775574128,60.4955913244163,28.932390407883,21.1711053927441,29.3586300524344,41.4225297329036
90.4759103838964,112.104709097137,31.5632377635495,21.6497785566396,31.1220636946174,62.3818165124486,27.6589753842993,21.2935812785116,28.0558719025624,45.9773198734651
85.36114674541,109.614981298854,32.789322659828,22.1122036929774,32.5778718320527,60.2830606295061,28.4241568497125,20.6632446240681,29.7574226292734,43.4256852346903
92.7838219809137,112.639510632051,33.5524395877215,22.2246472452583,31.8608410807738,64.2229003174926,29.4514802492049,20.0185413688981,30.326224623548,46.2058870232381
87.6451060691165,113.70244556919,32.4815552980263,18.6579564813587,33.9540473900944,59.7638211335749,28.3368794721467,19.8209558865409,30.2585303312978,47.9048626778542
89.2112516577593,114.092347793301,31.8715831198992,21.0801007481342,32.3990075435874,61.1494741625983,29.7575676026348,22.7047606073219,29.0849498027155,48.0866939150348
84.3436232672487,110.662964751241,31.9981954675134,21.524594873052,33.2179525685254,58.6789331566067,29.1101248694008,20.2285772599373,31.19514165901,46.4497060428127
90.8477922470498,112.93144880391,32.1202779350337,21.363743896212,28.3840428431579,60.9902986439375,29.4725147809294,21.4416688956295,29.6836713819161,49.9952398501934
87.6209145679625,115.238651900369,33.0759874691954,22.3495229388732,29.2065898572001,60.5457187153947,30.6678377018735,20.6454831447008,30.0539797577615,48.2989548532532
87.4410981483939,114.614187006115,31.9365139781427,20.7207608367179,31.2233809111189,59.7437097534626,29.0507010081338,21.9576323048616,30.0513970362277,45.997517762332
87.3241464596541,114.263848859448,32.6712509058204,21.1322803084669,30.4609808823258,60.355495186802,29.4292017285413,20.4509032767635,29.9984208418668,46.9530445717811
86.5267508012864,114.658241492141,34.0663170414971,22.517299999276,29.4058843221961,64.9328455885593,28.3744190140024,19.9387970759603,27.9401652000359,45.6068450909985
90.0356428438745,114.600340523937,30.7083358407327,21.809046143698,32.7817278149991,64.3543464564563,29.7228588517728,21.6981627618724,27.2902183078449,45.5351812553666
90.3371123974555,112.62833505459,33.0271140194213,20.8573049690778,29.3358841303758,62.5052008725927,28.409086466562,21.1874271641214,29.5609406438352,47.2866454223404
86.9210169095447,115.206735878071,31.7587477919673,21.4376811227927,29.9634252440885,62.7497825108889,28.3390617924333,21.8596352749791,29.9204426976321,49.5458231278357
92.2407663135404,112.521622332231,30.8313810830399,21.5686756148343,30.0093207442288,59.4131455741599,28.5636753145262,21.819897586408,30.6797049231602,47.0447396961394
91.8106487556914,114.14738017189,32.9220372877642,20.2512674252599,29.6709350956826,61.4844188579233,29.1309683967284,19.6590385758344,31.5051038016924,48.0898402304822
87.3260511396664,111.771991025664,32.1840010757426,20.5875709898245,29.9797612736825,60.3899832435374,29.1780018379888,22.3961881994647,31.2840994592132,43.7503798713044
90.8088473193719,112.767364531603,32.1080380123164,20.2428197813595,32.4276652630909,60.9271300551577,28.1667098172391,21.0815404070859,32.0397244287097,47.0264044010092
89.6158309176473,109.730063456674,32.6009644335161,21.2090547761301,31.2729983843433,61.9994387400369,29.2264631365137,20.6373565864843,29.9826187419057,46.2911076117586
91.3419518306092,113.091916400237,32.1482375236837,21.5951050413023,30.9769856022445,62.0284526906742,30.151741425678,20.5492300715628,30.9323410160884,47.6652970146994
89.4944185204645,116.382547847191,31.5722491438641,22.2802414983,30.1752596207783,63.4463988360054,29.5287216378742,20.2466881770479,31.256586918202,47.8454106818221
86.5662246966583,114.745291715037,32.8723984073641,23.4525204466227,28.7965125208482,57.7060711588519,28.627958336937,20.7000248457827,31.7082058096622,45.0348581913102
89.9515709603052,115.661751048705,31.3334016130702,20.4547959726848,33.1624422423211,61.8970204152801,28.7623828825207,21.0193271059215,32.1630377651756,47.1618296300339
89.1287088144464,111.58145883733,32.6488745969215,20.1086341247618,31.8259226806589,59.2209277053111,29.6106149259325,20.2326448480594,26.7849399019943,46.8378603812887
86.5222097897515,115.69290872427,32.4901143012772,22.7373848732059,31.6473927663823,58.9885668025733,28.9901029370277,21.1497998729504,30.2090922141488,46.619858826395
87.4138625954698,112.240541220405,32.2370461412061,20.1388858218232,32.0726448568791,56.8385903811864,29.4607242857528,20.6910361747072,28.9770020688023,45.6641136009409
86.5599488027431,113.617946406698,32.7353228616804,21.7711875804418,27.4324502004393,61.8104256184277,30.0386536902765,19.571785785854,28.7764864617328,44.9690986737475
86.9195533807129,114.181880434699,32.1771379322476,22.8657504635042,31.6902294024116,62.6438681480002,29.5133913249803,20.976926383252,30.1635533102639,47.0043674359584
88.9262812786201,111.504913443522,32.1692277438615,20.7714958759696,29.6258638008825,57.7635340285777,30.1518743057611,22.1898307091639,32.6566999375425,48.6059985063322
87.2572884743602,110.818178682774,32.1590910440393,21.2669915838714,32.1558731187588,60.6431368962932,28.6911691310324,20.306048529992,30.4354151043354,44.7881849154754
87.0919868660931,112.358962063747,32.8573573205025,21.4663961815017,33.9122255962503,63.2367168210965,28.8159545743369,20.1748801830584,29.4075146537806,46.9510908372923
86.9479873521202,111.837863139649,31.1347256533257,21.8159157752342,28.9896863803563,62.1355246437886,30.3352100359395,22.5847702809779,32.0248930292594,49.6756464711263
91.055105498271,114.108558415689,33.8862972386621,20.8600286988877,31.4044500340932,60.0487582869516,29.5746281814528,22.2767452836758,28.589577202385,51.6697761260473
83.70464640768,114.982575939028,30.8533170108775,21.4081073091415,30.2934136762465,63.5757819987636,29.6042358891329,21.5581947875625,28.5850542850961,43.8906633539406
88.3545184717953,109.571834665477,33.0055884974281,23.5789799042683,30.6508130191012,61.2716424909927,29.2596184244955,20.7908016601792,28.3674631684811,45.6147619138342
88.4085289748584,111.058208318396,32.4042352780626,20.890968723018,28.821119548213,61.3880848255739,28.2537670052969,21.1535113555423,29.8831163349997,48.6284691778978
87.300346938676,113.312142637051,30.4601593968707,21.4893617814223,30.9085859249494,59.4034814566326,28.2004595594754,19.3728952489295,31.031649264271,44.5498368972641
87.2248351606503,111.997656512533,31.1493541918148,21.4116902277817,29.6403951534143,62.7533846238663,30.9063509562262,20.2389311211229,28.9318728845667,49.0026118700648
90.5693882072881,111.324221783639,32.7306291093985,20.5095051620353,31.2864584693107,58.5051869698383,28.1446346689766,19.6418814860157,30.1835188351485,46.9032806516825
87.2310762911161,112.292227995866,31.8523503273479,20.415855766868,29.9818253156115,57.9632605717304,29.4045377346069,20.9207076558503,30.2113691332334,47.3053475840743
88.0300783794993,113.709061131102,32.7009562248724,21.7038807325741,32.2503436885637,61.791886303848,29.4442463722665,20.1632764641693,30.2279899143007,48.1478608265255
85.8476159934754,110.83682221326,30.9191957737854,21.0966385875449,31.5368516722434,59.6561773449408,28.8683331411346,21.7104146526404,29.6382493227059,46.4999996739505
87.951506091374,116.078333170267,32.1964929918881,21.1703480510044,31.0086270502139,61.1801824150121,28.8625453127445,20.5180398722489,29.437049374985,43.3690222326795
88.2702750154567,114.123125197963,32.6727212116461,22.2095065973408,28.6430239901404,60.4647112266553,28.5020740238977,20.9937130596265,27.775994298081,48.2426622471136
90.5436414878161,112.173733342165,30.8581240688962,21.536457123137,26.4014929838418,60.6004052822467,30.6368864253885,21.9106460685821,29.597594948938,47.7558750288808
88.5076170021134,114.516866717075,33.3422812463874,22.5423932313231,30.8935270218649,62.5568101276129,28.732798395076,20.5655680129632,29.8952424999201,46.4896349278242
85.2682559375984,119.00303864847,30.9699529701598,21.2588524331867,30.539001720806,65.2440556107811,29.4291676627802,19.6809794202878,29.7622880648509,45.7011984958387
93.3577376374131,110.817993588734,32.2105412809016,21.9782479294258,33.1091481040737,60.8396476538282,28.0781581493623,21.0471089745859,30.6617308295477,45.205646252197
88.6999974829655,116.47657133614,32.1793339255482,19.8643131753117,31.1427212791113,60.4642599210066,28.8355243019706,19.3732141614385,29.3400747124422,49.9811382011033
89.7689312298112,115.137645053463,31.7063002273393,21.0019840666859,32.4958460759818,57.1253467592173,28.079485241631,21.3467606997411,29.731960179932,44.7856056279133
89.6450454047699,115.597228408365,31.4657645811661,20.6631927448811,28.5873214550976,61.3299605712729,29.6830916871268,19.7743942282239,29.6277603230954,48.6135018866946
90.2756860395549,112.49631107243,32.5858406233168,22.1588357092032,31.7572879589849,59.4829276312026,29.1812923056156,23.0555156040228,29.0678465924437,48.7621987885187
90.4386284220302,113.116364131976,32.6878628332592,22.0293823427015,31.3173818412531,60.9707399595775,28.0001542339951,19.6332511750023,29.3625567653524,48.4183991137693
90.8731948506269,110.579418569924,31.4042822310685,21.8129008803008,29.9536657994208,61.3664182759163,28.2074058192894,20.9130033519035,30.5269605711961,48.5128917578906
88.2283301684326,115.238558904309,32.6837237443997,21.7499108835815,30.4537208076659,61.5391950267551,28.4474796034742,21.1793800227367,30.0715790992046,49.8875598070083
85.8600432075295,113.300702768492,32.8130166566334,21.1625347237279,29.0018276031524,61.9522383220967,30.2858524559491,21.5805010503221,30.5598543955994,48.7147160542145
87.6729541344695,113.249857935023,30.8980395920776,20.4751283074761,29.6389777326433,62.2095412991915,27.5655305344089,19.8426281086559,27.515686930849,47.0059978684511
87.8781512200203,115.192707157336,30.8860607539375,23.2858642495899,28.8519410016385,56.9103803092303,28.6566390476518,20.920536776781,27.9975896592587,45.7550445609698
88.2679891642793,111.475997288547,33.0953477977254,20.1315466759969,30.8375629402247,61.177984951989,29.5251772060245,20.9839774426406,28.0461424057092,46.4253124166818
89.1322638119454,115.582706907202,32.0910652292384,22.2863012917897,29.7102221980353,60.9884854656848,28.1233948197145,20.4440420349385,30.0899485078598,44.8061824742249
89.1268859007173,112.975742840004,32.2591511982635,22.1125414753401,32.7364123541623,64.6415753018419,29.0904789792673,20.4624218228676,29.6743850990482,48.280064315371
86.5041701657048,111.047176655442,32.265638445432,21.5688232800652,31.7627386688029,59.9345343620198,30.568362144839,20.3834587955754,29.6430787443075,48.6587014644567
89.5148827330614,117.456707741466,31.6628630185622,20.7921807699886,28.3303370708407,59.7939218597314,30.8093382584848,19.9471244759908,30.5680873762031,45.8503346703203
88.7295020033118,108.676419973956,32.0463409217566,19.8056082998144,32.9112318200916,62.4278804050586,30.0911259388823,20.283830222378,29.3668243714682,47.9387750628521
87.086908850804,116.774377439232,33.3207463957928,20.8706006014844,31.3416157064595,58.8819271486416,29.3526570078358,21.2788665388338,31.2599859137517,46.8376375842356
