"g","l2","k","l3","mean_gamma","sd_gamma","lo90","hi90","lo95","hi95","sig90","sig95","group_label","method_id"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",3,"L3-020: Factor and Correspondence Analysis",-0.00840916113826678,0.0525323502554747,-0.0993959065,0.0672829470499999,-0.13440727675,0.0916078696499999,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-020: Factor and Correspondence Analysis"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",4,"L3-021: Multivariate Ordination and Seriation",-0.000156506525581125,0.0498659075078285,-0.08043840405,0.0814365787999999,-0.10750971075,0.10974174375,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-021: Multivariate Ordination and Seriation"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",5,"L3-023: Statistical Data Normalization",0.00213565987477087,0.0534370775357579,-0.0801867301,0.0863124966499996,-0.11015390475,0.1198446635,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-023: Statistical Data Normalization"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",6,"L3-031: Fractal and Multifractal Analysis",0.00347315699330589,0.0527252994798549,-0.07539579055,0.09020391935,-0.105749203,0.1208021395,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-031: Fractal and Multifractal Analysis"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",7,"L3-115: Multivariate Statistical Analysis",-0.00738293740111034,0.0515697029120805,-0.0977261722,0.0669261355499999,-0.1342915915,0.094910039425,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-115: Multivariate Statistical Analysis"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",8,"L3-137: Linear Dimensionality Reduction Methods",0.00492083462371088,0.0521990303618062,-0.07248523095,0.0924208748499999,-0.10042888075,0.12282828175,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-137: Linear Dimensionality Reduction Methods"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",9,"L3-167: Multivariate Statistical & Machine Learning Methods",-0.00339822076904341,0.0527858160535178,-0.09100873765,0.0795601922499999,-0.1223497905,0.10760586225,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-167: Multivariate Statistical & Machine Learning Methods"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",10,"L3-232: Specialized Domain Analyses",0.0138395715953122,0.0505598788665118,-0.05451633495,0.1085210365,-0.077450633675,0.138595279,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-232: Specialized Domain Analyses"
2,"L2-01: Multivariate Analysis & Dimensionality Reduction",11,"L3-239: Redundancy Analysis Variants",-0.00380097155732265,0.0522762037265655,-0.08929281695,0.0772481503,-0.11932643,0.1025631715,FALSE,FALSE,"Multivariate Analysis & Dimensionality Reduction","Multivariate Analysis & Dimensionality Reduction: L3-239: Redundancy Analysis Variants"
3,"L2-02: Regression & Generalized Linear Models",1,"L3-006: Partial Least Squares Variants",0.00718914442080061,0.0529426997056788,-0.06949861975,0.101941154,-0.094666184175,0.137062651,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-006: Partial Least Squares Variants"
3,"L2-02: Regression & Generalized Linear Models",2,"L3-024: Panel Data Econometric Methods",0.0110231268437046,0.0550114988962111,-0.0661490197,0.1089629045,-0.08943681305,0.14661954725,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-024: Panel Data Econometric Methods"
3,"L2-02: Regression & Generalized Linear Models",3,"L3-045: Survival Analysis Methods",-0.00125100588151376,0.0532758434763145,-0.0860330631,0.0832482434499999,-0.11668639625,0.11131168925,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-045: Survival Analysis Methods"
3,"L2-02: Regression & Generalized Linear Models",4,"L3-062: Gaussian Process Regression",-0.00772031487179697,0.0539003988939698,-0.100565735,0.0720577568,-0.137296,0.0973366944499999,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-062: Gaussian Process Regression"
3,"L2-02: Regression & Generalized Linear Models",5,"L3-092: Weighted Averaging Methods",-0.00423931406173397,0.0533146678680595,-0.09432654155,0.0779740287499998,-0.1254547745,0.110560897,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-092: Weighted Averaging Methods"
3,"L2-02: Regression & Generalized Linear Models",6,"L3-096: Root Mean Square Error Metrics",0.0013406587411215,0.0541173457999307,-0.0847400465,0.08629919415,-0.1161556,0.1224930005,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-096: Root Mean Square Error Metrics"
3,"L2-02: Regression & Generalized Linear Models",7,"L3-122: Linear Mixed-Effect Models",0.000248799094556175,0.0543944134869035,-0.0855400054,0.0845299668,-0.11742982375,0.11285109675,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-122: Linear Mixed-Effect Models"
3,"L2-02: Regression & Generalized Linear Models",8,"L3-123: Generalized Linear Mixed Models",0.0159760913815878,0.0560971233959254,-0.05581433245,0.1165828045,-0.0773250617,0.157925622,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-123: Generalized Linear Mixed Models"
3,"L2-02: Regression & Generalized Linear Models",9,"L3-126: Stepwise Variable Selection",-0.00186028115120989,0.0537982951795687,-0.0890547989,0.0821901904499998,-0.12291278075,0.11099171925,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-126: Stepwise Variable Selection"
3,"L2-02: Regression & Generalized Linear Models",10,"L3-129: Multiple Regression Models",0.00426092264735924,0.0527806253565281,-0.0748498438,0.09349553715,-0.103512346,0.12658007425,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-129: Multiple Regression Models"
3,"L2-02: Regression & Generalized Linear Models",11,"L3-130: Least Squares Regression",0.00243627448287549,0.0515303583882923,-0.07849030935,0.08789155345,-0.10301756625,0.114941585,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-130: Least Squares Regression"
3,"L2-02: Regression & Generalized Linear Models",12,"L3-134: Logistic Regression Variants",-0.00717540098951383,0.0525352072505197,-0.1018703005,0.0703193136,-0.1379012935,0.09428589985,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-134: Logistic Regression Variants"
3,"L2-02: Regression & Generalized Linear Models",13,"L3-146: Regression Analysis",-0.00501705738588517,0.052947492188861,-0.0965077396,0.07457640305,-0.1299827255,0.10118267625,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-146: Regression Analysis"
3,"L2-02: Regression & Generalized Linear Models",14,"L3-147: Linear Regression Variants",-0.00173116455511361,0.0520794212977939,-0.08617029225,0.08159170285,-0.11951392225,0.10566309225,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-147: Linear Regression Variants"
3,"L2-02: Regression & Generalized Linear Models",15,"L3-163: Pollen and Spore Quantification",-0.00443040842852836,0.0540480883123157,-0.09551723065,0.0766548058999999,-0.13148913525,0.109124665,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-163: Pollen and Spore Quantification"
3,"L2-02: Regression & Generalized Linear Models",16,"L3-164: Transfer Function Calibration",-0.00864503959902383,0.0546766897789451,-0.108462427,0.06913903395,-0.14528566375,0.0936568859999999,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-164: Transfer Function Calibration"
3,"L2-02: Regression & Generalized Linear Models",17,"L3-166: Parametric Survival and Decay Distributions",-0.00311259951620361,0.052421740871581,-0.0913194856,0.0759143030999998,-0.123856017,0.10472084725,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-166: Parametric Survival and Decay Distributions"
3,"L2-02: Regression & Generalized Linear Models",18,"L3-221: Experimental Design and Sensitivity Analysis",0.00271840352595701,0.0522483525724831,-0.0791493303,0.0910400956,-0.108300537,0.122932861,FALSE,FALSE,"Regression & Generalized Linear Models","Regression & Generalized Linear Models: L3-221: Experimental Design and Sensitivity Analysis"
4,"L2-03: Clustering & Unsupervised Learning",1,"L3-001: Self-Organizing Neural Networks",-0.00143685948219941,0.049357133059579,-0.08260905435,0.0751768636999999,-0.11280095075,0.1050059145,FALSE,FALSE,"Clustering & Unsupervised Learning","Clustering & Unsupervised Learning: L3-001: Self-Organizing Neural Networks"
4,"L2-03: Clustering & Unsupervised Learning",2,"L3-010: Hierarchical Clustering Algorithms",-0.00482199607131507,0.0482037840717948,-0.08538070075,0.0689685006999999,-0.114483268,0.0926963506999998,FALSE,FALSE,"Clustering & Unsupervised Learning","Clustering & Unsupervised Learning: L3-010: Hierarchical Clustering Algorithms"
4,"L2-03: Clustering & Unsupervised Learning",3,"L3-011: Hierarchical Clustering Linkages",0.000492875677170588,0.0509071366811748,-0.08068946975,0.0829150821499999,-0.11031829325,0.10877089125,FALSE,FALSE,"Clustering & Unsupervised Learning","Clustering & Unsupervised Learning: L3-011: Hierarchical Clustering Linkages"
4,"L2-03: Clustering & Unsupervised Learning",4,"L3-029: Fuzzy Logic and Clustering",-0.00387370534602864,0.0497585260592771,-0.0879992839,0.07135143215,-0.1171281075,0.0954064981749999,FALSE,FALSE,"Clustering & Unsupervised Learning","Clustering & Unsupervised Learning: L3-029: Fuzzy Logic and Clustering"
4,"L2-03: Clustering & Unsupervised Learning",5,"L3-052: K-Means Clustering",0.00934954387288301,0.0507470370389742,-0.0617294382,0.100250971,-0.08596859935,0.13426894075,FALSE,FALSE,"Clustering & Unsupervised Learning","Clustering & Unsupervised Learning: L3-052: K-Means Clustering"
4,"L2-03: Clustering & Unsupervised Learning",6,"L3-063: Gaussian Mixture Modeling",0.00029095174564065,0.0509920311825693,-0.08023247395,0.07995434715,-0.110994997,0.1113819685,FALSE,FALSE,"Clustering & Unsupervised Learning","Clustering & Unsupervised Learning: L3-063: Gaussian Mixture Modeling"
5,"L2-04: Distance & Similarity Metrics",1,"L3-030: Clustering Validation Metrics",0.00083177932294115,0.051380149998385,-0.08099446655,0.0825415404,-0.106620402,0.1118393345,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-030: Clustering Validation Metrics"
5,"L2-04: Distance & Similarity Metrics",2,"L3-057: Mahalanobis Distance Variants",-0.00273289624375309,0.050003221343491,-0.0843978954,0.076381707,-0.1149472405,0.10059347325,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-057: Mahalanobis Distance Variants"
5,"L2-04: Distance & Similarity Metrics",3,"L3-069: Pairwise Similarity Metrics",0.00294873861014979,0.0507384546426671,-0.0796066307,0.0872985609499999,-0.1072616835,0.1147365505,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-069: Pairwise Similarity Metrics"
5,"L2-04: Distance & Similarity Metrics",4,"L3-070: Genetic and Biological Distance Metrics",-0.0106956974113925,0.0514818043425758,-0.1003304765,0.06154798835,-0.138260961,0.083109154875,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-070: Genetic and Biological Distance Metrics"
5,"L2-04: Distance & Similarity Metrics",5,"L3-099: Image Similarity Metrics",0.00951477179145594,0.0528681550307579,-0.0661456839,0.103928325,-0.089314225375,0.143746643,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-099: Image Similarity Metrics"
5,"L2-04: Distance & Similarity Metrics",6,"L3-103: Ecological Diversity Metrics",-0.00535082626262209,0.049575586379287,-0.09019401725,0.0683554653499999,-0.1194032415,0.0949811958499998,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-103: Ecological Diversity Metrics"
5,"L2-04: Distance & Similarity Metrics",7,"L3-106: Performance Evaluation Metrics",0.00548017856649745,0.051926434540482,-0.07081339505,0.0933732574,-0.0975212376,0.12729547825,FALSE,FALSE,"Distance & Similarity Metrics","Distance & Similarity Metrics: L3-106: Performance Evaluation Metrics"
6,"L2-05: Bayesian & Probabilistic Inference",1,"L3-007: Phylogenetic Reconstruction Methods",-0.00147568527325622,0.0521222856980324,-0.08786554565,0.0804187801999999,-0.11804891725,0.11059116375,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-007: Phylogenetic Reconstruction Methods"
6,"L2-05: Bayesian & Probabilistic Inference",2,"L3-014: Inverse Problem Solving",-0.0101560098037828,0.0532248489021252,-0.1056707735,0.06640545035,-0.13921939075,0.0898633848499999,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-014: Inverse Problem Solving"
6,"L2-05: Bayesian & Probabilistic Inference",3,"L3-050: Stratified and Adaptive Sampling",-0.00614003121461776,0.0529208757524697,-0.0976604634,0.0702712754,-0.13069037575,0.0969063188,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-050: Stratified and Adaptive Sampling"
6,"L2-05: Bayesian & Probabilistic Inference",4,"L3-078: Markov Chain Monte Carlo",-0.000972841498997151,0.0532601923750765,-0.08772383775,0.0816557743,-0.1218341185,0.11235017375,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-078: Markov Chain Monte Carlo"
6,"L2-05: Bayesian & Probabilistic Inference",5,"L3-095: Statistical Error Quantification and Modeling",-0.00081364847898723,0.0525969750511289,-0.08868496545,0.0814167103999997,-0.1174170945,0.112318058,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-095: Statistical Error Quantification and Modeling"
6,"L2-05: Bayesian & Probabilistic Inference",6,"L3-101: Information-Theoretic Entropy Measures",0.0147321747655958,0.0568183016241208,-0.0586540051,0.117796966,-0.081996078375,0.1581725595,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-101: Information-Theoretic Entropy Measures"
6,"L2-05: Bayesian & Probabilistic Inference",7,"L3-125: Bayesian Multilevel Modeling",-0.00227161386666907,0.0521576727496976,-0.09132167825,0.0802268513499999,-0.12178516525,0.10492964625,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-125: Bayesian Multilevel Modeling"
6,"L2-05: Bayesian & Probabilistic Inference",8,"L3-127: Bayesian Outlier Detection",-0.00112282873077503,0.0524028564906404,-0.08683430285,0.07955612995,-0.1127341655,0.107754814,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-127: Bayesian Outlier Detection"
6,"L2-05: Bayesian & Probabilistic Inference",9,"L3-135: Bayesian and Advanced Count Models",0.00946361847660456,0.0558592362538696,-0.0671320119,0.1055312995,-0.0916536069,0.1454907835,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-135: Bayesian and Advanced Count Models"
6,"L2-05: Bayesian & Probabilistic Inference",10,"L3-158: Bayesian Statistical Inference",0.0030478233746297,0.0506758315381702,-0.07729926965,0.0857427518999999,-0.1016258585,0.11797751,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-158: Bayesian Statistical Inference"
6,"L2-05: Bayesian & Probabilistic Inference",11,"L3-159: Probabilistic Uncertainty Quantification",-0.00142630667102097,0.0532916579675623,-0.08827091025,0.0823914036,-0.11804169125,0.11102530675,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-159: Probabilistic Uncertainty Quantification"
6,"L2-05: Bayesian & Probabilistic Inference",12,"L3-215: Numerical Glaciological Modeling",-0.00285457929806896,0.0528817647411496,-0.09344300715,0.07999989485,-0.1252690205,0.10517908925,FALSE,FALSE,"Bayesian & Probabilistic Inference","Bayesian & Probabilistic Inference: L3-215: Numerical Glaciological Modeling"
7,"L2-06: Time Series & Sequence Analysis",1,"L3-000: Wavelet-Based Signal Decomposition",-0.00177849141587531,0.0497682512789264,-0.0819312031,0.07455418405,-0.11251405225,0.1041979125,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-000: Wavelet-Based Signal Decomposition"
7,"L2-06: Time Series & Sequence Analysis",2,"L3-012: Bayesian Change Point Analysis",-0.000931963302328488,0.0514208503285319,-0.08400285765,0.0810686912,-0.11425051075,0.10776678825,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-012: Bayesian Change Point Analysis"
7,"L2-06: Time Series & Sequence Analysis",3,"L3-073: Fourier and Spectral Analysis Methods",-0.00831188012505275,0.0519479396212935,-0.0956843566,0.06543315165,-0.1347840715,0.0885489913999999,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-073: Fourier and Spectral Analysis Methods"
7,"L2-06: Time Series & Sequence Analysis",4,"L3-075: Time Series Signal Filtering",0.00927425129052186,0.0523048869151578,-0.06308970085,0.1019915,-0.088287798525,0.13423111175,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-075: Time Series Signal Filtering"
7,"L2-06: Time Series & Sequence Analysis",5,"L3-100: Experimental Modal Analysis",0.00155227482131161,0.0519645900320906,-0.08112285465,0.0847094504,-0.1120270175,0.11298984225,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-100: Experimental Modal Analysis"
7,"L2-06: Time Series & Sequence Analysis",6,"L3-111: Lag-Based Correlation Analysis",6.17066585909625e-05,0.0492997614148824,-0.07910685825,0.08014726425,-0.10884931025,0.10497680525,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-111: Lag-Based Correlation Analysis"
7,"L2-06: Time Series & Sequence Analysis",7,"L3-136: Time Series Stationarity and Causality",-0.00127102606702294,0.0501595502707005,-0.08346081775,0.07847409635,-0.11116631975,0.10580690625,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-136: Time Series Stationarity and Causality"
7,"L2-06: Time Series & Sequence Analysis",8,"L3-145: Temporal Event and Sequence Analysis",0.0013943972670609,0.0511489141860888,-0.077968023,0.0847533571999999,-0.106670097,0.1144900285,FALSE,FALSE,"Time Series & Sequence Analysis","Time Series & Sequence Analysis: L3-145: Temporal Event and Sequence Analysis"
8,"L2-07: Chronological Modelling & Dating",1,"L3-028: Fuzzy Delphi and Rough Set Methods",0.00341084282923947,0.0541677884411558,-0.0762192924,0.0898106454999998,-0.1035231485,0.12396812525,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-028: Fuzzy Delphi and Rough Set Methods"
8,"L2-07: Chronological Modelling & Dating",2,"L3-124: Radiocarbon Summed Probability Distributions",-0.00595161198594701,0.0536652899062451,-0.09962274275,0.0750961046999998,-0.13552431275,0.10014740175,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-124: Radiocarbon Summed Probability Distributions"
8,"L2-07: Chronological Modelling & Dating",3,"L3-131: Bayesian Radiocarbon Calibration",-0.00543809003860544,0.0544231050733884,-0.0992445675,0.07591488785,-0.1345301575,0.10142587975,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-131: Bayesian Radiocarbon Calibration"
8,"L2-07: Chronological Modelling & Dating",4,"L3-132: Chronostratigraphic Dating Methods",-0.00438685040171441,0.0532179697679675,-0.0957712783,0.07563638905,-0.1315062495,0.10183213075,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-132: Chronostratigraphic Dating Methods"
8,"L2-07: Chronological Modelling & Dating",5,"L3-133: Bayesian Radiocarbon Wiggle Matching",0.00473361175697937,0.0542595355021317,-0.07364414695,0.0945172029999999,-0.1034784905,0.13038188975,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-133: Bayesian Radiocarbon Wiggle Matching"
8,"L2-07: Chronological Modelling & Dating",6,"L3-140: Luminescence and ESR Dating",0.00607147175241442,0.0524662574378066,-0.07347032715,0.0952691580999998,-0.1024135455,0.129297452,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-140: Luminescence and ESR Dating"
8,"L2-07: Chronological Modelling & Dating",7,"L3-141: Nonlinear Structural Dynamic Analysis",0.00675465636214987,0.0550009067273501,-0.0715987838,0.0986904866499998,-0.100674027,0.13457877275,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-141: Nonlinear Structural Dynamic Analysis"
8,"L2-07: Chronological Modelling & Dating",8,"L3-142: Bayesian Age-Depth Modeling",-0.00337439424471029,0.0531404518878119,-0.09096257125,0.0790844873999999,-0.12136411375,0.1061428775,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-142: Bayesian Age-Depth Modeling"
8,"L2-07: Chronological Modelling & Dating",9,"L3-144: Bayesian Chronological Modeling",0.00386844829396349,0.0528718341480712,-0.07589808115,0.0921479138,-0.10542187775,0.12298194375,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-144: Bayesian Chronological Modeling"
8,"L2-07: Chronological Modelling & Dating",10,"L3-151: Radiometric and Luminescence Dating",0.00194600830584158,0.0527805562272699,-0.08268144965,0.0884696256999999,-0.111695794,0.12165447625,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-151: Radiometric and Luminescence Dating"
8,"L2-07: Chronological Modelling & Dating",11,"L3-153: Radiocarbon and Chronometric Dating",0.00645862712241924,0.0524434619742203,-0.07027555525,0.0970295928,-0.098292869,0.128146768,FALSE,FALSE,"Chronological Modelling & Dating","Chronological Modelling & Dating: L3-153: Radiocarbon and Chronometric Dating"
